"sigla_uf","peso_aluno"
"AC",6.5507070964
"AC",6.5507070964
"AC",6.5507070964
"AC",6.5507070964
"AC",6.5507070964
"AC",6.5507070964
"AC",6.5507070964
"AC",6.5507070964
"AC",6.5507070964
"AC",6.5507070964
"AC",6.5507070964
"AC",6.5507070964
"AC",6.5507070964
"AC",6.5507070964
"AC",6.5507070964
"AC",6.5507070964
"AC",6.5507070964
"AC",6.5507070964
"AC",6.5507070964
"AC",6.5507070964
"AC",6.5507070964
"AC",6.5507070964
"AC",6.5507070964
"AC",6.5507070964
"AC",6.5507070964
"AC",6.5507070964
"AC",6.5507070964
"AC",6.5507070964
"AC",6.5507070964
"AC",6.5507070964
"AC",6.5507070964
"AC",6.5507070964
"AC",6.5507070964
"AC",6.5507070964
"AC",6.5507070964
"AC",6.5507070964
"AC",6.5507070964
"AC",6.5507070964
"AC",6.5507070964
"AC",6.5507070964
"AC",6.5507070964
